"check_date","link_id","prcs_spd","prcs_trv_time"
"2018-09-04 19:06:58.44","1220003800",14,771
"2018-09-04 19:36:58.44","1220003800",20,540
"2018-09-04 20:06:58.44","1220003800",73,148
"2018-09-04 20:36:58.44","1220003800",66,164
"2018-09-04 21:06:58.44","1220003800",75,144
"2018-09-04 21:36:58.44","1220003800",76,142
"2018-09-04 22:06:58.44","1220003800",63,171
"2018-09-04 22:36:58.44","1220003800",76,142
"2018-09-04 23:06:58.44","1220003800",76,142
"2018-09-04 23:36:58.44","1220003800",84,129
"2018-09-05 00:06:58.44","1220003800",85,127
"2018-09-05 00:36:58.44","1220003800",85,127
"2018-09-05 01:06:58.44","1220003800",88,123
"2018-09-05 01:36:58.44","1220003800",89,121
"2018-09-05 02:06:58.44","1220003800",88,123
"2018-09-05 02:36:58.44","1220003800",85,127
"2018-09-05 03:06:58.44","1220003800",88,123
"2018-09-05 03:36:58.44","1220003800",85,127
"2018-09-05 04:06:58.44","1220003800",87,124
"2018-09-05 04:36:58.44","1220003800",81,133
"2018-09-05 05:06:58.44","1220003800",83,130
"2018-09-05 05:36:58.44","1220003800",82,132
"2018-09-05 06:06:58.44","1220003800",78,138
"2018-09-05 06:36:58.44","1220003800",40,270
"2018-09-05 07:06:58.44","1220003800",17,635
"2018-09-05 07:36:58.44","1220003800",20,540
"2018-09-05 08:06:58.44","1220003800",17,635
"2018-09-05 08:36:58.44","1220003800",19,568
"2018-09-05 09:06:58.44","1220003800",22,491
"2018-09-05 09:36:58.44","1220003800",20,540
"2018-09-05 10:06:58.44","1220003800",20,540
"2018-09-05 10:36:58.44","1220003800",17,635
"2018-09-05 11:06:58.44","1220003800",19,568
"2018-09-05 11:36:58.44","1220003800",16,675
"2018-09-05 12:06:58.44","1220003800",22,491
"2018-09-05 12:36:58.44","1220003800",26,415
"2018-09-05 13:06:58.44","1220003800",45,240
"2018-09-05 13:36:58.44","1220003800",17,635
"2018-09-05 14:06:58.44","1220003800",19,568
"2018-09-05 14:36:58.44","1220003800",23,469
"2018-09-05 15:06:58.44","1220003800",34,318
"2018-09-05 15:36:58.44","1220003800",22,491
"2018-09-05 16:06:58.44","1220003800",18,600
"2018-09-05 16:36:58.44","1220003800",21,514
"2018-09-05 17:06:58.441","1220003800",17,635
"2018-09-05 17:36:58.44","1220003800",16,675
"2018-09-05 18:06:58.44","1220003800",20,540
"2018-09-05 19:06:58.44","1220003800",13,830
"2018-09-05 19:36:58.44","1220003800",18,600
"2018-09-05 20:06:58.44","1220003800",34,318
"2018-09-05 20:36:58.44","1220003800",19,568
"2018-09-05 21:06:58.44","1220003800",14,771
"2018-09-05 21:36:58.44","1220003800",42,257
"2018-09-05 22:06:58.44","1220003800",73,148
"2018-09-05 22:36:58.44","1220003800",72,150
"2018-09-05 23:06:58.44","1220003800",81,133
"2018-09-05 23:36:58.44","1220003800",80,135
"2018-09-06 00:06:58.44","1220003800",82,132
"2018-09-06 00:36:58.44","1220003800",80,135
"2018-09-06 01:36:58.44","1220003800",85,127
"2018-09-06 02:06:58.44","1220003800",87,124
"2018-09-06 02:36:58.44","1220003800",80,135
"2018-09-06 03:06:58.44","1220003800",87,124
